macho_id,original,predicted,trust
1.3441.953,None Variable,None Variable,1
1.3441.3624,None Variable,None Variable,1
1.3441.944,None Variable,None Variable,1
1.3441.822,None Variable,None Variable,1
1.3441.37,None Variable,Long Periodic Variable,1
1.3441.985,None Variable,None Variable,1
1.3441.752,None Variable,None Variable,1
1.3441.2460,None Variable,None Variable,1
1.3441.3175,None Variable,None Variable,1
1.3441.1467,None Variable,None Variable,1
1.3320.433,None Variable,None Variable,1
1.3441.2142,None Variable,None Variable,1
1.3441.2252,None Variable,None Variable,1
1.3441.3824,None Variable,None Variable,1
1.3441.2618,None Variable,None Variable,1
1.3441.1533,None Variable,None Variable,1
1.3441.2715,None Variable,None Variable,1
1.3441.3428,None Variable,None Variable,1
1.3441.1339,None Variable,None Variable,1
1.3320.159,None Variable,None Variable,1
1.3320.462,None Variable,None Variable,1
1.3320.246,None Variable,None Variable,1
1.3441.2640,None Variable,None Variable,1
1.3441.3769,None Variable,None Variable,1
1.3441.1035,None Variable,None Variable,1
1.3441.164,None Variable,None Variable,1
1.3441.2610,None Variable,None Variable,1
1.3441.1154,None Variable,None Variable,1
1.3441.421,None Variable,None Variable,1
1.3441.1168,None Variable,None Variable,1
1.3441.1343,None Variable,None Variable,1
1.3441.1779,None Variable,None Variable,1
1.3441.772,None Variable,None Variable,1
1.3441.1517,None Variable,None Variable,1
1.3320.356,None Variable,None Variable,1
1.3441.2885,None Variable,None Variable,1
1.3441.545,None Variable,None Variable,1
1.3441.162,None Variable,None Variable,1
1.3320.477,None Variable,None Variable,1
1.3441.1145,None Variable,None Variable,1
1.3441.2045,None Variable,None Variable,1
1.3441.746,None Variable,None Variable,1
1.3441.2733,None Variable,None Variable,1
1.3441.3646,None Variable,None Variable,1
1.3441.2528,None Variable,None Variable,1
1.3320.130,None Variable,None Variable,1
1.3441.1401,None Variable,None Variable,1
1.3441.475,None Variable,None Variable,1
1.3441.903,None Variable,None Variable,1
1.3441.1423,None Variable,None Variable,1
1.3320.106,None Variable,None Variable,1
1.3441.2304,None Variable,None Variable,1
1.3441.2489,None Variable,None Variable,1
1.3441.2083,None Variable,None Variable,1
1.3441.1195,None Variable,None Variable,1
1.3441.2396,None Variable,None Variable,1
1.3441.3521,None Variable,None Variable,1
1.3441.656,None Variable,None Variable,1
1.3441.1656,None Variable,None Variable,1
1.3441.2877,None Variable,None Variable,1
1.3441.1151,None Variable,None Variable,1
1.3441.562,None Variable,None Variable,1
1.3441.1817,None Variable,None Variable,1
1.3320.318,None Variable,None Variable,1
1.3441.1125,None Variable,None Variable,1
1.3441.341,None Variable,None Variable,1
1.3441.2148,None Variable,None Variable,1
1.3320.267,None Variable,None Variable,1
1.3441.3672,None Variable,None Variable,1
1.3441.2494,None Variable,None Variable,1
1.3441.1664,None Variable,None Variable,1
1.3441.1280,None Variable,None Variable,1
1.3441.2560,None Variable,None Variable,1
1.3441.1393,None Variable,None Variable,1
1.3441.1735,None Variable,None Variable,1
1.3441.739,None Variable,None Variable,1
1.3320.506,None Variable,None Variable,1
1.3441.1828,None Variable,None Variable,1
1.3441.1579,None Variable,None Variable,1
1.3441.15,"1.3441.15          Cepheid
1.3441.15    None Variable
Name: class, dtype: object",Cepheid,1
1.3441.3802,None Variable,None Variable,1
1.3441.2882,None Variable,None Variable,1
1.3441.1731,None Variable,None Variable,1
1.3441.2737,None Variable,None Variable,1
1.3320.402,None Variable,None Variable,1
1.3441.484,None Variable,None Variable,1
1.3441.3444,None Variable,None Variable,1
1.3441.204,None Variable,None Variable,1
1.3441.1402,None Variable,None Variable,1
1.3441.3502,None Variable,None Variable,1
1.3441.3013,None Variable,None Variable,1
1.3441.2453,None Variable,None Variable,1
1.3441.2386,None Variable,None Variable,1
1.3441.1896,None Variable,None Variable,1
1.3441.761,None Variable,None Variable,1
1.3441.2984,None Variable,None Variable,1
1.3441.2028,None Variable,None Variable,1
1.3441.1626,None Variable,None Variable,1
1.3441.1609,None Variable,None Variable,1
1.3441.1607,None Variable,None Variable,1
1.3441.673,None Variable,None Variable,1
1.3441.1645,None Variable,None Variable,1
1.3441.25,None Variable,Long Periodic Variable,1
1.3441.3158,None Variable,None Variable,1
1.3320.239,None Variable,None Variable,1
1.3320.225,None Variable,None Variable,1
1.3320.169,None Variable,None Variable,1
1.3441.29,None Variable,None Variable,1
1.3441.2134,None Variable,None Variable,1
1.3320.89,None Variable,None Variable,1
1.3320.222,None Variable,None Variable,1
1.3441.1652,None Variable,None Variable,1
1.3320.265,None Variable,None Variable,1
1.3320.164,None Variable,None Variable,1
1.3441.946,None Variable,None Variable,1
1.3320.504,None Variable,None Variable,1
1.3441.891,None Variable,None Variable,1
1.3441.3036,None Variable,None Variable,1
1.3441.2168,None Variable,None Variable,1
1.3441.266,None Variable,None Variable,1
1.3441.95,None Variable,None Variable,1
1.3441.3545,None Variable,None Variable,1
1.3441.505,None Variable,None Variable,1
1.3441.167,None Variable,None Variable,1
1.3441.254,None Variable,None Variable,1
1.3441.3677,None Variable,None Variable,1
1.3441.2006,None Variable,None Variable,1
1.3441.1161,None Variable,None Variable,1
1.3441.324,None Variable,None Variable,1
1.3320.381,None Variable,None Variable,1
1.3441.667,None Variable,None Variable,1
1.3441.2793,None Variable,None Variable,1
11.8988.1350,Quasar,Quasar,1
22.5595.1333,Quasar,Be Stars,1
208.15920.619,Quasar,Be Stars,1
14.8249.74,Quasar,Be Stars,1
42.860.123,Quasar,MicroLensing,1
17.2227.488,Quasar,Quasar,1
28.11400.609,Quasar,Quasar,1
208.15799.1085,Quasar,Quasar,1
13.5717.178,Quasar,Be Stars,1
9.5239.505,Quasar,Quasar,1
77.7551.3853,Quasar,Be Stars,1
64.8092.454,Quasar,Quasar,1
1.4537.1642,Quasar,Quasar,1
53.3725.29,Quasar,Quasar,1
61.8199.302,Quasar,Quasar,1
2.5390.1120,RR Lyrae,RR Lyrae,1
1.4416.2080,RR Lyrae,RR Lyrae,1
1.3692.1242,RR Lyrae,RR Lyrae,1
1.4536.1136,RR Lyrae,RR Lyrae,1
1.3929.1312,RR Lyrae,RR Lyrae,1
1.4052.3122,RR Lyrae,RR Lyrae,1
1.3321.195,RR Lyrae,None Variable,1
2.4663.1289,RR Lyrae,RR Lyrae,1
1.3449.1327,RR Lyrae,RR Lyrae,1
1.4417.1511,RR Lyrae,RR Lyrae,1
1.3928.1227,RR Lyrae,RR Lyrae,1
1.3925.1719,RR Lyrae,RR Lyrae,1
1.4656.769,RR Lyrae,RR Lyrae,1
2.5147.586,RR Lyrae,RR Lyrae,1
1.4287.527,RR Lyrae,RR Lyrae,1
1.3929.1573,RR Lyrae,RR Lyrae,1
2.5628.4704,RR Lyrae,RR Lyrae,1
2.5512.253,RR Lyrae,RR Lyrae,1
1.4658.1312,RR Lyrae,RR Lyrae,1
1.4046.639,RR Lyrae,RR Lyrae,1
2.5396.577,RR Lyrae,RR Lyrae,1
1.4412.1944,RR Lyrae,RR Lyrae,1
1.4653.1431,RR Lyrae,RR Lyrae,1
1.3811.470,RR Lyrae,RR Lyrae,1
1.4538.317,RR Lyrae,RR Lyrae,1
1.3808.984,RR Lyrae,RR Lyrae,1
1.4651.2291,RR Lyrae,RR Lyrae,1
1.4046.858,RR Lyrae,RR Lyrae,1
2.5879.353,RR Lyrae,RR Lyrae,1
2.5032.762,RR Lyrae,RR Lyrae,1
2.4906.826,RR Lyrae,RR Lyrae,1
1.3446.1877,RR Lyrae,RR Lyrae,1
2.5144.6152,RR Lyrae,RR Lyrae,1
1.3443.1313,RR Lyrae,RR Lyrae,1
1.4046.425,RR Lyrae,RR Lyrae,1
2.5751.1288,RR Lyrae,RR Lyrae,1
2.5387.4275,RR Lyrae,RR Lyrae,1
2.4904.965,RR Lyrae,RR Lyrae,1
2.4904.1931,RR Lyrae,RR Lyrae,1
2.5870.5089,RR Lyrae,RR Lyrae,1
2.5146.1297,RR Lyrae,RR Lyrae,1
1.3445.1197,RR Lyrae,RR Lyrae,1
2.5508.3316,RR Lyrae,RR Lyrae,1
1.4292.1394,RR Lyrae,RR Lyrae,1
1.4537.1521,RR Lyrae,RR Lyrae,1
1.4046.272,RR Lyrae,RR Lyrae,1
1.3807.1571,RR Lyrae,RR Lyrae,1
1.4659.2493,RR Lyrae,RR Lyrae,1
2.5870.5256,RR Lyrae,RR Lyrae,1
2.4784.1421,RR Lyrae,RR Lyrae,1
2.5516.624,RR Lyrae,RR Lyrae,1
1.3570.930,RR Lyrae,RR Lyrae,1
2.5753.1110,RR Lyrae,RR Lyrae,1
1.4654.583,RR Lyrae,RR Lyrae,1
2.5395.855,RR Lyrae,RR Lyrae,1
2.5754.1209,RR Lyrae,RR Lyrae,1
1.4168.1709,RR Lyrae,RR Lyrae,1
2.5511.310,RR Lyrae,RR Lyrae,1
2.5874.863,RR Lyrae,RR Lyrae,1
1.4661.560,RR Lyrae,None Variable,1
2.5148.1323,RR Lyrae,RR Lyrae,1
1.4293.1927,RR Lyrae,RR Lyrae,1
1.4657.1580,RR Lyrae,RR Lyrae,1
2.5390.844,RR Lyrae,RR Lyrae,1
2.5154.536,RR Lyrae,RR Lyrae,1
1.4052.660,RR Lyrae,RR Lyrae,1
1.4659.1443,RR Lyrae,RR Lyrae,1
1.4172.1017,RR Lyrae,RR Lyrae,1
1.4410.1672,RR Lyrae,RR Lyrae,1
2.4905.250,RR Lyrae,RR Lyrae,1
1.4289.1797,RR Lyrae,RR Lyrae,1
1.3807.1678,RR Lyrae,RR Lyrae,1
1.4046.305,RR Lyrae,RR Lyrae,1
1.3693.541,RR Lyrae,RR Lyrae,1
1.4293.1469,RR Lyrae,RR Lyrae,1
2.5386.5718,RR Lyrae,RR Lyrae,1
1.3807.1606,RR Lyrae,RR Lyrae,1
2.5389.1337,RR Lyrae,RR Lyrae,1
2.5392.336,RR Lyrae,RR Lyrae,1
1.3927.1785,RR Lyrae,RR Lyrae,1
1.4655.1485,RR Lyrae,RR Lyrae,1
1.3928.470,RR Lyrae,RR Lyrae,1
1.4293.1493,RR Lyrae,RR Lyrae,1
1.4046.937,RR Lyrae,RR Lyrae,1
2.5388.1110,RR Lyrae,RR Lyrae,1
1.3930.2366,RR Lyrae,RR Lyrae,1
2.4782.3393,RR Lyrae,RR Lyrae,1
2.5751.1094,RR Lyrae,RR Lyrae,1
2.5513.904,RR Lyrae,RR Lyrae,1
2.5151.924,RR Lyrae,RR Lyrae,1
2.4787.904,RR Lyrae,RR Lyrae,1
2.4909.905,RR Lyrae,RR Lyrae,1
1.3684.1325,RR Lyrae,RR Lyrae,1
2.5266.2271,RR Lyrae,RR Lyrae,1
1.4418.1975,RR Lyrae,RR Lyrae,1
1.3808.585,RR Lyrae,RR Lyrae,1
1.3808.1671,RR Lyrae,RR Lyrae,1
2.5630.1072,RR Lyrae,RR Lyrae,1
2.5750.2966,RR Lyrae,RR Lyrae,1
2.4904.887,RR Lyrae,RR Lyrae,1
1.4536.1515,RR Lyrae,RR Lyrae,1
1.4537.1193,RR Lyrae,RR Lyrae,1
1.3446.2073,RR Lyrae,RR Lyrae,1
1.3563.1109,RR Lyrae,RR Lyrae,1
1.3932.691,RR Lyrae,Eclipsing Binaries,1
1.4297.1944,RR Lyrae,RR Lyrae,1
1.4296.1885,RR Lyrae,RR Lyrae,1
1.4659.2238,RR Lyrae,RR Lyrae,1
1.3683.948,RR Lyrae,RR Lyrae,1
2.4786.503,RR Lyrae,RR Lyrae,1
1.4657.1714,RR Lyrae,RR Lyrae,1
1.4411.1898,RR Lyrae,RR Lyrae,1
2.5024.3210,RR Lyrae,RR Lyrae,1
2.5629.3248,RR Lyrae,RR Lyrae,1
1.4531.1085,RR Lyrae,RR Lyrae,1
2.5393.675,RR Lyrae,RR Lyrae,1
1.4656.1000,RR Lyrae,RR Lyrae,1
2.5510.1266,RR Lyrae,RR Lyrae,1
1.3445.1369,RR Lyrae,RR Lyrae,1
2.5633.1275,RR Lyrae,RR Lyrae,1
1.3564.981,RR Lyrae,RR Lyrae,1
2.5510.939,RR Lyrae,RR Lyrae,1
2.4909.498,RR Lyrae,RR Lyrae,1
1.4416.1885,RR Lyrae,RR Lyrae,1
2.5513.679,RR Lyrae,RR Lyrae,1
1.3926.1860,RR Lyrae,RR Lyrae,1
2.5879.444,RR Lyrae,RR Lyrae,1
2.5873.1040,RR Lyrae,RR Lyrae,1
1.4659.1800,RR Lyrae,RR Lyrae,1
1.3566.1773,RR Lyrae,RR Lyrae,1
2.5151.1016,RR Lyrae,RR Lyrae,1
2.5873.1065,RR Lyrae,RR Lyrae,1
2.5507.5945,RR Lyrae,RR Lyrae,1
2.5514.251,RR Lyrae,RR Lyrae,1
2.5752.387,RR Lyrae,RR Lyrae,1
2.4911.745,RR Lyrae,RR Lyrae,1
2.5150.896,RR Lyrae,RR Lyrae,1
1.4051.1238,RR Lyrae,RR Lyrae,1
1.3926.1784,RR Lyrae,RR Lyrae,1
2.5389.1069,RR Lyrae,RR Lyrae,1
2.5879.551,RR Lyrae,RR Lyrae,1
1.4167.1203,RR Lyrae,RR Lyrae,1
1.4046.765,RR Lyrae,RR Lyrae,1
2.5271.1695,RR Lyrae,RR Lyrae,1
2.5877.647,RR Lyrae,RR Lyrae,1
2.5387.3552,RR Lyrae,RR Lyrae,1
2.4785.1648,RR Lyrae,RR Lyrae,1
2.5031.766,RR Lyrae,RR Lyrae,1
2.5635.875,RR Lyrae,RR Lyrae,1
1.4050.2180,RR Lyrae,RR Lyrae,1
1.4294.2352,RR Lyrae,RR Lyrae,1
2.5508.3841,RR Lyrae,RR Lyrae,1
1.4049.488,RR Lyrae,RR Lyrae,1
206.16717.81,Be Stars,Be Stars,1
206.17003.54,Be Stars,Quasar,1
1.4538.531,Be Stars,Be Stars,1
81.9362.110,Be Stars,Quasar,1
211.16301.73,Be Stars,Be Stars,1
5.5134.1901,Be Stars,Be Stars,1
207.16309.362,Be Stars,MicroLensing,1
6.6940.7113,Be Stars,None Variable,1
7.8389.147,Be Stars,Quasar,1
49.6010.1402,Be Stars,Be Stars,1
55.3367.61,Be Stars,Be Stars,1
19.3574.89,Be Stars,Be Stars,1
55.3488.113,Be Stars,Be Stars,1
78.5860.310,Be Stars,Quasar,1
19.4306.88,Be Stars,Be Stars,1
212.16131.1978,Be Stars,MicroLensing,1
18.3446.4192,Be Stars,Be Stars,1
207.16369.202,Be Stars,Be Stars,1
24.2862.82,Be Stars,Be Stars,1
4.8183.23,Be Stars,Be Stars,1
79.4900.413,Be Stars,Be Stars,1
211.16591.58,Be Stars,Long Periodic Variable,1
81.8756.399,Be Stars,Be Stars,1
212.15681.412,Be Stars,Quasar,1
60.6984.54,Be Stars,Be Stars,1
211.16766.157,Be Stars,Be Stars,1
79.4772.148,Be Stars,Be Stars,1
207.16259.243,Be Stars,Be Stars,1
79.5377.288,Be Stars,Quasar,1
24.3105.48,Be Stars,Be Stars,1
79.4898.216,Be Stars,Be Stars,1
212.15843.58,Be Stars,Be Stars,1
1.4539.77,Cepheid,Cepheid,1
1.4659.63,Cepheid,Cepheid,1
1.3449.62,Cepheid,Cepheid,1
1.4655.46,Cepheid,Cepheid,1
2.5268.1328,Cepheid,Cepheid,1
1.3570.29,Cepheid,Cepheid,1
1.3443.30,Cepheid,Cepheid,1
2.5631.44,Cepheid,Cepheid,1
1.4176.34,Cepheid,Cepheid,1
1.4289.25,Cepheid,Cepheid,1
1.4531.99,Cepheid,Long Periodic Variable,1
1.3928.26,Cepheid,Cepheid,1
1.3692.16,Cepheid,Cepheid,1
1.3805.47,Cepheid,Cepheid,1
1.4531.168,Cepheid,MicroLensing,1
2.5265.3739,Cepheid,Cepheid,1
2.5386.4437,Cepheid,Cepheid,1
2.5750.1943,Cepheid,Cepheid,1
2.5390.43,Cepheid,Cepheid,1
1.3809.937,Cepheid,Cepheid,1
2.5628.4390,Cepheid,Cepheid,1
1.4534.48,Cepheid,Cepheid,1
1.3563.34,Cepheid,Cepheid,1
1.3929.107,Cepheid,Cepheid,1
2.5027.10,Cepheid,Cepheid,1
2.5751.358,Eclipsing Binaries,Eclipsing Binaries,1
1.4533.100,Eclipsing Binaries,Eclipsing Binaries,1
1.3569.71,Eclipsing Binaries,Eclipsing Binaries,1
1.3932.110,Eclipsing Binaries,Eclipsing Binaries,1
1.3571.1323,Eclipsing Binaries,Eclipsing Binaries,1
1.4176.231,Eclipsing Binaries,Eclipsing Binaries,1
2.4665.1647,Eclipsing Binaries,RR Lyrae,1
2.5751.571,Eclipsing Binaries,Eclipsing Binaries,1
1.4294.1655,Eclipsing Binaries,RR Lyrae,1
1.3925.2038,Eclipsing Binaries,Eclipsing Binaries,1
1.4416.399,Eclipsing Binaries,Eclipsing Binaries,1
1.4171.551,Eclipsing Binaries,Eclipsing Binaries,1
1.4174.272,Eclipsing Binaries,Eclipsing Binaries,1
1.4296.203,Eclipsing Binaries,Eclipsing Binaries,1
1.4053.208,Eclipsing Binaries,Eclipsing Binaries,1
1.3692.337,Eclipsing Binaries,Eclipsing Binaries,1
1.3931.127,Eclipsing Binaries,Eclipsing Binaries,1
1.4413.210,Eclipsing Binaries,Eclipsing Binaries,1
2.5509.112,Eclipsing Binaries,RR Lyrae,1
1.4047.536,Eclipsing Binaries,Eclipsing Binaries,1
1.3930.962,Eclipsing Binaries,Eclipsing Binaries,1
1.3449.27,Eclipsing Binaries,Eclipsing Binaries,1
2.5871.2764,Eclipsing Binaries,Eclipsing Binaries,1
1.4298.334,Eclipsing Binaries,Eclipsing Binaries,1
1.3809.1058,Eclipsing Binaries,RR Lyrae,1
1.3809.1208,Eclipsing Binaries,Eclipsing Binaries,1
2.5268.2150,Eclipsing Binaries,Eclipsing Binaries,1
1.3684.265,Eclipsing Binaries,Eclipsing Binaries,1
1.4054.2524,Eclipsing Binaries,Eclipsing Binaries,1
1.3931.98,Eclipsing Binaries,Eclipsing Binaries,1
1.4652.360,Eclipsing Binaries,Eclipsing Binaries,1
1.4652.565,Eclipsing Binaries,Eclipsing Binaries,1
1.4538.444,Eclipsing Binaries,Eclipsing Binaries,1
1.4539.1742,Eclipsing Binaries,Eclipsing Binaries,1
1.4294.178,Eclipsing Binaries,Eclipsing Binaries,1
1.3687.887,Eclipsing Binaries,RR Lyrae,1
1.4294.128,Eclipsing Binaries,RR Lyrae,1
2.5630.253,Eclipsing Binaries,Eclipsing Binaries,1
1.4170.521,Eclipsing Binaries,Eclipsing Binaries,1
2.5025.304,Eclipsing Binaries,Eclipsing Binaries,1
1.4046.2388,Eclipsing Binaries,Eclipsing Binaries,1
2.5265.6222,Eclipsing Binaries,Eclipsing Binaries,1
1.4295.526,Eclipsing Binaries,Eclipsing Binaries,1
2.5386.4451,Eclipsing Binaries,None Variable,1
2.4663.1827,Eclipsing Binaries,RR Lyrae,1
1.3806.699,Eclipsing Binaries,Eclipsing Binaries,1
1.3930.1846,Eclipsing Binaries,RR Lyrae,1
2.4782.2576,Eclipsing Binaries,Eclipsing Binaries,1
1.3569.1182,Eclipsing Binaries,Eclipsing Binaries,1
1.3930.1143,Eclipsing Binaries,RR Lyrae,1
2.5513.839,Eclipsing Binaries,Eclipsing Binaries,1
2.5515.159,Eclipsing Binaries,Eclipsing Binaries,1
2.5026.556,Eclipsing Binaries,Eclipsing Binaries,1
1.4538.923,Eclipsing Binaries,Eclipsing Binaries,1
1.4168.1754,Eclipsing Binaries,Eclipsing Binaries,1
2.4791.631,Eclipsing Binaries,Eclipsing Binaries,1
1.4293.53,Eclipsing Binaries,Long Periodic Variable,1
1.3810.19,Eclipsing Binaries,Eclipsing Binaries,1
1.3805.213,Eclipsing Binaries,Eclipsing Binaries,1
2.5751.20,Eclipsing Binaries,Eclipsing Binaries,1
2.5750.2033,Eclipsing Binaries,Eclipsing Binaries,1
1.3931.146,Eclipsing Binaries,Eclipsing Binaries,1
1.3566.63,Eclipsing Binaries,Eclipsing Binaries,1
2.4909.50,Eclipsing Binaries,Eclipsing Binaries,1
2.5153.13,Long Periodic Variable,Long Periodic Variable,1
2.4787.16,Long Periodic Variable,Long Periodic Variable,1
2.5023.4631,Long Periodic Variable,Long Periodic Variable,1
1.3441.25,Long Periodic Variable,Long Periodic Variable,1
2.4788.25,Long Periodic Variable,Long Periodic Variable,1
2.5031.34,Long Periodic Variable,Long Periodic Variable,1
2.5392.11,Long Periodic Variable,Long Periodic Variable,1
2.5144.4491,Long Periodic Variable,Long Periodic Variable,1
2.5389.29,Long Periodic Variable,Long Periodic Variable,1
2.5146.35,Long Periodic Variable,Long Periodic Variable,1
2.4786.29,Long Periodic Variable,Long Periodic Variable,1
2.5266.3067,Long Periodic Variable,Long Periodic Variable,1
2.5510.16,Long Periodic Variable,Long Periodic Variable,1
2.5147.23,Long Periodic Variable,Long Periodic Variable,1
2.5749.4356,Long Periodic Variable,Long Periodic Variable,1
1.4176.8,Long Periodic Variable,Long Periodic Variable,1
2.5516.11,Long Periodic Variable,Long Periodic Variable,1
2.4911.19,Long Periodic Variable,Long Periodic Variable,1
2.5513.8,Long Periodic Variable,Long Periodic Variable,1
1.4287.11,Long Periodic Variable,Long Periodic Variable,1
1.3690.27,Long Periodic Variable,Long Periodic Variable,1
1.3929.15,Long Periodic Variable,Long Periodic Variable,1
2.5629.2096,Long Periodic Variable,Long Periodic Variable,1
2.5267.7,Long Periodic Variable,Long Periodic Variable,1
2.5393.12,Long Periodic Variable,Long Periodic Variable,1
2.5031.31,Long Periodic Variable,Long Periodic Variable,1
2.5023.4629,Long Periodic Variable,Long Periodic Variable,1
1.3571.21,Long Periodic Variable,Long Periodic Variable,1
2.5267.1373,Long Periodic Variable,Long Periodic Variable,1
2.5146.20,Long Periodic Variable,Long Periodic Variable,1
1.4051.4,Long Periodic Variable,MicroLensing,1
2.5514.39,Long Periodic Variable,Long Periodic Variable,1
2.4791.9,Long Periodic Variable,Long Periodic Variable,1
2.5750.1960,Long Periodic Variable,Eclipsing Binaries,1
2.5870.3888,Long Periodic Variable,Long Periodic Variable,1
2.5870.3903,Long Periodic Variable,Long Periodic Variable,1
1.3693.21,Long Periodic Variable,Long Periodic Variable,1
2.5032.14,Long Periodic Variable,Long Periodic Variable,1
2.5754.8,Long Periodic Variable,Eclipsing Binaries,1
2.5393.11,Long Periodic Variable,Long Periodic Variable,1
2.4786.18,Long Periodic Variable,Long Periodic Variable,1
2.4906.26,Long Periodic Variable,Long Periodic Variable,1
2.5631.8,Long Periodic Variable,Long Periodic Variable,1
2.5266.3066,Long Periodic Variable,Long Periodic Variable,1
2.5393.25,Long Periodic Variable,Long Periodic Variable,1
2.4665.1378,Long Periodic Variable,Long Periodic Variable,1
2.5026.11,Long Periodic Variable,Long Periodic Variable,1
2.4787.28,Long Periodic Variable,Long Periodic Variable,1
2.4905.36,Long Periodic Variable,Long Periodic Variable,1
2.5390.29,Long Periodic Variable,Long Periodic Variable,1
2.5024.2254,Long Periodic Variable,Long Periodic Variable,1
2.5753.13,Long Periodic Variable,Long Periodic Variable,1
2.5875.18,Long Periodic Variable,Long Periodic Variable,1
2.5628.4376,Long Periodic Variable,Long Periodic Variable,1
2.4787.8,Long Periodic Variable,Long Periodic Variable,1
2.5268.1288,Long Periodic Variable,Long Periodic Variable,1
1.3449.20,Long Periodic Variable,Long Periodic Variable,1
2.5511.16,Long Periodic Variable,Long Periodic Variable,1
2.4910.29,Long Periodic Variable,Long Periodic Variable,1
2.5028.12,Long Periodic Variable,Long Periodic Variable,1
2.5146.16,Long Periodic Variable,Long Periodic Variable,1
2.5753.7,Long Periodic Variable,Long Periodic Variable,1
2.4909.17,Long Periodic Variable,Long Periodic Variable,1
2.5872.19,Long Periodic Variable,Long Periodic Variable,1
2.4662.14,Long Periodic Variable,Long Periodic Variable,1
2.5515.17,Long Periodic Variable,Long Periodic Variable,1
2.5144.4489,Long Periodic Variable,Long Periodic Variable,1
1.3933.36,Long Periodic Variable,Long Periodic Variable,1
2.5152.21,Long Periodic Variable,Long Periodic Variable,1
1.3808.28,Long Periodic Variable,Long Periodic Variable,1
2.5149.9,Long Periodic Variable,Long Periodic Variable,1
2.5633.746,Long Periodic Variable,Long Periodic Variable,1
2.5752.29,Long Periodic Variable,Long Periodic Variable,1
2.5270.876,Long Periodic Variable,Long Periodic Variable,1
2.5749.4361,Long Periodic Variable,Long Periodic Variable,1
2.5508.2727,Long Periodic Variable,Long Periodic Variable,1
1.3928.18,Long Periodic Variable,Long Periodic Variable,1
2.5632.15,Long Periodic Variable,Long Periodic Variable,1
2.5386.4410,Long Periodic Variable,Long Periodic Variable,1
2.5871.1760,Long Periodic Variable,Long Periodic Variable,1
2.5152.29,Long Periodic Variable,Long Periodic Variable,1
2.4907.21,Long Periodic Variable,MicroLensing,1
2.5752.22,Long Periodic Variable,Long Periodic Variable,1
2.5024.2257,Long Periodic Variable,Long Periodic Variable,1
2.5515.12,Long Periodic Variable,Long Periodic Variable,1
2.5515.19,Long Periodic Variable,Eclipsing Binaries,1
2.5028.11,Long Periodic Variable,Long Periodic Variable,1
1.4291.21,Long Periodic Variable,Long Periodic Variable,1
2.5391.11,Long Periodic Variable,Long Periodic Variable,1
2.5874.19,Long Periodic Variable,None Variable,1
2.4790.26,Long Periodic Variable,Long Periodic Variable,1
402.47799.1736,MicroLensing,MicroLensing,1
302.44927.2559,MicroLensing,MicroLensing,1
116.24255.4464,MicroLensing,MicroLensing,1
113.18546.1322,MicroLensing,MicroLensing,1
167.24815.4984,MicroLensing,MicroLensing,1
101.21689.2648,MicroLensing,MicroLensing,1
105.22200.1712,MicroLensing,MicroLensing,1
105.22462.5692,MicroLensing,Long Periodic Variable,1
105.21423.5762,MicroLensing,MicroLensing,1
116.23740.1193,MicroLensing,MicroLensing,1
177.25109.1274,MicroLensing,MicroLensing,1
304.36904.698,MicroLensing,MicroLensing,1
402.47862.1576,MicroLensing,MicroLensing,1
305.35237.685,MicroLensing,MicroLensing,1
103.24161.2085,MicroLensing,MicroLensing,1
101.20658.2639,MicroLensing,MicroLensing,1
179.21971.936,MicroLensing,MicroLensing,1
118.18662.1151,MicroLensing,MicroLensing,1
118.18014.4514,MicroLensing,MicroLensing,1
121.22812.3138,MicroLensing,MicroLensing,1
125.23850.4190,MicroLensing,MicroLensing,1
110.22970.449,MicroLensing,MicroLensing,1
137.29731.2320,MicroLensing,MicroLensing,1
118.18018.2379,MicroLensing,MicroLensing,1
124.22157.151,MicroLensing,MicroLensing,1
101.21821.128,MicroLensing,MicroLensing,1
104.20387.2071,MicroLensing,MicroLensing,1
167.24815.4558,MicroLensing,MicroLensing,1
306.36059.752,MicroLensing,MicroLensing,1
114.20750.2236,MicroLensing,MicroLensing,1
115.22442.1010,MicroLensing,MicroLensing,1
105.22459.1549,MicroLensing,MicroLensing,1
180.23412.3949,MicroLensing,MicroLensing,1
118.18141.731,MicroLensing,MicroLensing,1
101.20910.2922,MicroLensing,MicroLensing,1
119.20226.2119,MicroLensing,MicroLensing,1
114.20370.6070,MicroLensing,MicroLensing,1
136.27650.2370,MicroLensing,MicroLensing,1
108.19985.8020,MicroLensing,MicroLensing,1
175.31446.1290,MicroLensing,MicroLensing,1
403.47427.353,MicroLensing,MicroLensing,1
113.18676.4164,MicroLensing,MicroLensing,1
119.20610.5200,MicroLensing,MicroLensing,1
401.48408.649,MicroLensing,MicroLensing,1
128.21541.1133,MicroLensing,MicroLensing,1
115.22695.3361,MicroLensing,MicroLensing,1
105.22332.2555,MicroLensing,MicroLensing,1
177.25111.120,MicroLensing,MicroLensing,1
108.19595.2757,MicroLensing,MicroLensing,1
108.19337.417,MicroLensing,MicroLensing,1
176.18827.1911,MicroLensing,MicroLensing,1
402.47681.2971,MicroLensing,MicroLensing,1
128.21926.3361,MicroLensing,MicroLensing,1
402.48280.502,MicroLensing,MicroLensing,1
161.24696.1161,MicroLensing,MicroLensing,1
